kanji,meanings
條,article:ray of light
橄,olive
檄,written appeal:manifesto
滌,rinse:wash
瞰,look:see
脩,dried meat
覈,investigate
邀,go to meet:call
鶩,domestic duck
蚊,mosquito
斑,spot:blemish:speck:patches
斐,beautiful:patterned
紋,family crest:figures
憫,anxiety:mercy
旻,the autumn sky
紊,disturb
閔,grieve:be sad:pity
馼,zebra with yellow eyes and red mane
科,department:course:section
斜,diagonal:slanting:oblique
料,fee:materials
抖,shake:jiggle
斛,measure:ten to:unit of volume, about 180 liters
槲,oak
萪,type of wisteria
蚪,tadpole
蝌,tadpole
祈,pray:wish
丘,hill:knoll
欣,take pleasure in:rejoice
芹,parsley
近,near:early:akin:tantamount
駈,run:gallop:advance
斬,beheading:kill:murder
暫,temporarily:a while:moment:long time
質,substance:quality:matter:temperament
誓,vow:swear:pledge
逝,departed:die
析,chop:divide:tear:analyze
折,fold:break:fracture:bend:yield:submit
漸,steadily:gradually advancing:finally:barely
斧,ax:hatchet
忻,rejoice:open one's heart
慚,feel ashamed
掀,raise:hoist
晢,light of stars:shine
晰,clear
槧,printed book
沂,name of a Chinese river
浙,name of a Chinese river
淅,wash rice
皙,clear
蚯,earthworm
蜥,a lizard
邱,hill
釿,hatchet:adze
鏨,cold chisel
於,at:in:on:as for
旋,rotation:go around
族,tribe:family
芳,perfume:balmy:favorable:fragrant
訪,call on:visit:look up:offer sympathy
紡,spinning
肪,obese:fat
防,ward off:defend:protect:resist
旄,tassel on a flag:long haired cow:old man
旌,flag:praise
旛,flag
旙,a pennant:a banner
枋,raft:boat
楞,corner:protrusion
簇,group:crowd:swarm
膂,backbone
舫,moor:berth
蔟,gather together
錺,metal jewelry:(kokuji)
鏃,arrowhead:barb
餝,decorate:ornament:adorn:embellish
魴,type of sea bream
曁,and:along with:reach:extend to
漑,pour
潛,conceal:hide:lower (voice):hush
簪,ornamental hairpin
蠶,silkworms
譖,slander
旭,rising sun:morning sun
暗,darkness:disappear:shade:informal:grow dark:be blinded
闇,get dark:gloom:disorder
旺,flourishing:successful:beautiful:vigorous
温,warm
音,sound:noise
晦,dark:disappear
柑,citrus:orange
桓,marking post
澗,valley river:10**36
簡,simplicity:brevity
間,interval:space
沓,shoes:boots
顕,appear:existing
恒,constancy:always
香,incense:smell:perfume
甑,rice-steaming pot
昏,dark:evening:dusk
昆,descendants:elder brother:insect
混,mix:blend:confuse
晒,bleach:refine:expose:air
賜,grant:gift:boon:results
煮,boil:cook
者,someone:person
借,borrow:rent
錫,copper:tin
暑,sultry:hot:summer heat
曙,dawn:daybreak
渚,strand:beach:shore
緒,thong:beginning:inception:end:cord:strap:mental or emotional state
署,signature:govt office:police station
書,write
薯,potato
藷,potato
諸,various:many:several:together
昌,prosperous:bright:clear
晶,sparkle:clear:crystal
菖,iris
晋,advance
椙,Japanese cedar:cryptomeria:(kokuji)
是,just so:this:right:justice
星,star:spot:dot:mark
醒,awake:be disillusioned:sober up
曽,formerly:once:before:ever:never:ex-
僧,Buddhist priest:monk
憎,hate:detest
贈,presents:send:give to:award to:confer on:presenting something
醍,whey:good Buddhist teaching
題,topic:subject
但,however:but
担,shouldering:carry:raise:bear
旦,daybreak:dawn:morning
胆,gall bladder:courage:pluck:nerve
瀦,pool:puddle
猪,boar
著,renowned:publish:write:remarkable:phenomenal:put on:don:wear:arrival:finish (race):counter for suits of clothing:literary work
腸,intestines:guts:bowels:viscera
提,propose:take along:carry in hand
賭,gamble:wager:bet
都,metropolis:capital:all:everything
箸,chopsticks
鰭,fin
萌,show symptoms of:sprout:bud:malt
冒,risk:face:defy:dare:damage:assume (a name)
明,bright:light
盟,alliance:oath
儲,be profitable:yield profit
揚,raise:elevate:hoist:praise:extol:fry in deep fat
楊,willow
陽,sunshine:yang principle:positive:male:heaven:daytime
糧,provisions:food:bread
量,quantity:measure:weight:amount:consider:estimate:surmise
魯,foolish:Russia
櫓,oar:tower
倡,prostitute:actor
會,meet:party:association:interview:join
偖,well:now
剔,cutting
怛,be sad:be dejected:fear
慍,be angry (excited)
惺,realize
杲,clear:high
杳,darkness:dimly
晝,daytime:daylight
晨,morning:early
暃,be separated
暹,sunrise
檜,Japanese cypress
棍,a cane
棔,silk tree
楮,paper mulberry
榲,quince
橸,straight grain
汨,to sink:name of a Chinese river
潴,pond:a pool
焜,shine
燗,warming sake
猖,be insane:severe:violence
猩,orangutan
獪,crafty
甦,be resuscitated:revived
疸,jaundice
瘟,contagious disease
癇,bitter:hot temper:irritable:nervous
睹,look at:see
箟,a type of bamboo:bamboo shoots:dice
繝,a method of dyeing
繪,picture:drawing:painting:sketch
耆,senility
耒,come:plough:three-branch tree radical (no. 127)
腥,bloody:smelling of fish:raw smelling
膃,fat:corpulent
膾,raw fish salad
艪,oar:tower
菎,a kind of fragrant herb
蓍,yarrow:sericea:stalks used for divination
薀,pile up:store:hornwort
薈,luxuriant vegetation
蘊,pile up
衵,everyday clothing:underwear
袒,baring the shoulder:strip to waist
褞,robe
襴,a kind of cloth
覩,see
諳,memorize:recite from memory
豬,pig:hog
闍,watchtower:used phonetically
靼,tanned leather:smooth leather
鞜,shoes:boots
饂,Japanese noodles:(kokuji)
鯤,large mythical fish:roe
鰛,sardine
鱠,lizard fish
黯,black:dark
胃,stomach:paunch:crop:craw
謂,reason:origin:history:oral tradition
股,thigh:crotch
肯,agreement:consent:comply with
削,plane:sharpen:whittle:pare:shave
襲,attack:advance on:succeed to:pile:heap
梢,treetops:twig
消,extinguish:blow out:turn off:neutralize:cancel
肖,resemblance
鞘,sheath:case:margin:difference:shells (of beans)
煎,broil:parch:roast:boil
箭,arrow
腺,gland
前,in front:before
揃,be complete:uniform:all present
腿,thigh:femur
瀧,waterfall:rapids:cascade
蛸,octopus
棚,shelf:ledge:rack:mount:mantle:trellis
脹,dilate:distend:bulge:fill out:swell
騰,leaping up:jumping up:rising:advancing:going
豚,pork:pig
覇,hegemony:supremacy:leadership:champion
肥,fertilizer:get fat:fertile:manure:pamper
膝,knee:lap
朋,companion:friend
鵬,phoenix
望,ambition:full moon:hope:desire:aspire to:expect
愉,pleasure:happy:rejoice
諭,rebuke:admonish:charge:warn:persuade
輸,transport:send:be inferior
龍,dragon:imperial
朗,melodious:clear:bright:serene:cheerful
聾,deafness:deaf person:deafen
偸,steal
悄,anxiety
揄,pull:tease:play with
擶,straighten (an arrow)
朖,clear:bright:distinct
朧,haziness:dreaminess:gloom
霸,supremacy:leadership
楡,elm
渭,name of Chinese river
渝,change:be transformed
潸,flowing of tears
瑜,jewel
瓏,clarity:sound of jewels
瘉,get well:recover
瘠,get thin:lose weight:become sterile
稍,slightly
籠,basket:devote oneself:seclude oneself:cage:coop:implied
胥,together:mutual:subordinate official
胝,chap:crack:callus
脣,lip
腓,calf (of leg)
膰,offerings to gods
臍,navel
臑,leg:shin
萠,show symptoms of:sprout:bud:malt
蘢,dragon grass
蝟,hedgehog
蝓,slug:snail
覦,coveting high rank
誚,censure:blame
逍,saunter:loaf
逾,pass:go beyond
遯,deceive:hide:conceal:flee
銷,erase:shut (door)
鍮,brass
隴,hill:mound
霄,sky
鮹,octopus
桶,tub:bucket
菓,candy:cakes:fruit
課,chapter:lesson:section:department:division:counter for chapters (of a book)
概,outline:condition:approximation:generally
橿,oak
株,stocks:stump:shares:stock:counter for small plants
栢,oak
閑,leisure
休,rest:day off:retire:sleep
禁,prohibition:ban:forbid
襟,collar:neck:lapel:one's inner feelings
栗,chestnut
権,authority:power:rights
根,root:radical:head (pimple)
査,investigate
採,pick:take:fetch:take up
采,dice:form:appearance:take:gather:coloring
菜,vegetable:side dish:greens
雑,miscellaneous
漆,lacquer:varnish:seven
集,gather:meet:congregate:swarm:flock
柔,tender:weakness:gentleness:softness
樵,woodcutting:lumberjack
湘,name of Chinese river:the Sagami river
森,forest:woods
栖,nest:rookery:hive:cobweb:den
栓,plug:bolt:cork:bung:stopper
染,dye:color:paint:stain:print
楚,whip:cane
巣,nest:rookery:hive:cobweb:den
相,inter-:mutual:together:each other:minister of state:councillor:aspect:phase:physiognomy
霜,frost
体,body:substance:object:reality:counter for images
茶,tea
牒,label:genealogy:circular
蝶,butterfly
諜,spy out:reconnoiter
椎,chinquapin:mallet:spine
栂,hemlock:(kokuji)
椴,fir
楢,oak
杷,kind of rake:loquat
梅,plum
楳,plum
煤,soot:smoke dried
柏,oak:cypress
箱,box:chest:case:bin:railway car
鉢,bowl:rice tub:pot:crown
樋,water pipe:gutter:downspout:conduit
枇,loquat:spoon
標,signpost:seal:mark:stamp:imprint:symbol:emblem:trademark:evidence:souvenir:target
焚,burn:kindle:build a fire:boil:cook
某,so-and-so:one:a certain:that person
謀,conspire:cheat:impose on:plan:devise:scheme:have in mind:deceive
本,book:present:main:origin:true:real:counter for long cylindrical things
柾,straight grain:spindle tree:(kokuji)
様,Esq.:way:manner:situation:polite suffix
葉,leaf:plane:lobe:needle:blade:spear:counter for flat things:fragment:piece
裸,naked:nude:uncovered:partially clothed
梨,pear tree
林,grove:forest
淋,lonely:deserted
琳,jewel:tinkling of jewelry
榔,betel palm tree
刹,temple
剿,destroy
慄,fear
揉,rub:massage:shampoo:debate vigorously:train:coach:worry:get in trouble
枉,bend:curve:crooked:perverse:lean:forcibly:against one's will
杰,hero:heroic:outstanding
柤,railing
柢,root:founded on
柆,bent tree:broken tree
柧,corner:spire:goblet:winecup
桷,rafter
梟,owl:expose
椚,oak used for charcoal:(kokuji)
楷,square character style:correctness
楸,Japanese catalpa
楾,container for pouring water:(kokuji)
楙,name of plant:lush
椰,coconut tree
楪,lacquered dish
槃,tub
樮,a type of tree:(kokuji)
槞,cage
樔,nest:dip up:scoop up:come to an end
樊,cage:fence:pen:enclosure
樌,grove
橇,sled:sleigh:snowshoes
橦,pole
樢,type of bird:vine
櫑,decorated wine cask:decorated sword hilt
欅,keyaki:zelkova tree
欒,chinaberry tree:round:harmonious
沐,wash
渣,dregs
渫,dredging:cleaning out
烋,boasting:fortunate:beautiful
牀,bed:couch:bench:chassis
痳,gonorrhea
篥,horn:flageolet
糅,mix
綵,colorful
緤,leash
罧,luring fish with a bonfire
菻,kind of thistle
襯,underwear
貅,brave heraldic beast
醂,remove astringency:bleach in water
襍,mixed:blended:mix:mingle
霖,long rainy spell
鮴,bullhead:rockfish:razor clam:flathead:(kokuji)
鰈,sole:flatfish:flounder
飲,drink:smoke:take
歓,delight:joy
欽,respect:revere:long for
炊,cook:boil
羨,envious:be jealous:covet
軟,soft
盜,thief:to steal
篏,inlay:set in:fall into:rugged
企,undertake:scheme:design:attempt:plan
祉,welfare:happiness
症,symptoms:illness
証,evidence:proof:certificate
鉦,bell:gong:chimes
正,correct:justice:righteous:10**40
沚,shore:shoal
澁,astringent:harsh:uneven:rough
焉,how:why:then
篶,black bamboo:slender bamboo
耻,shame:humiliation:ashamed
蕋,pistil:stamen
阯,foundation:site:address
例,example:custom:usage:precedent
列,file:row:rank:tier:column
烈,ardent:violent:vehement:furious:severe:extreme
裂,split:rend:tear
洌,pure
薤,scallion:shallot
疫,epidemic
繋,tie:fasten:chain:tether:connect
設,establishment:provision:prepare
鍛,forge:discipline:train
投,throw:discard:abandon:launch into:join:invest in:hurl:give up:sell at a loss
搬,conveyor:carry:transport
般,carrier:carry:all:general:sort:kind
盤,tray:shallow bowl:platter:tub:board:phonograph record
没,drown:sink:hide:fall into:disappear:die
燬,blaze
瘢,scar
芟,cut:clip:trim:harvest:mow
酘,rebrew:ferment again
悔,repent:regret
海,sea:ocean
慣,accustomed:get used to:become experienced
貫,pierce:8 1/3lbs:penetrate:brace
侮,scorn:despise:make light of:contempt
毎,every
拇,thumb
苺,strawberry
莓,wild strawberry
袰,hood:top:awning:cover:(kokuji)
誨,instruct
皆,all:everything
階,storey:stair:counter for storeys of a building
批,criticism:strike
毘,help:assist
琵,glissando on strings:lute
偕,together
揩,wipe
秕,empty grain or rice husk:chaff
粃,empty grain husk
紕,braiding:decoration:error
諧,harmony
豼,brave heraldic beast
粍,millimeter:(kokuji)
毳,nap:down:fluff
毯,wool rug
瓱,milligram:(kokuji)
竓,millilitre:(kokuji)
耄,senility
祇,national or local god:peaceful:great
紙,paper
低,lower:short:humble
抵,resist:reach:touch
邸,residence:mansion
牴,touch
祗,respectful
羝,male sheep:ram
觝,touch:feel:collide with:conflict with
詆,vilify:denounce
鴟,kite
汽,vapor:steam
愾,anger:breathlessness
氣,spirit:mind:air:atmosphere:mood
黍,millet
泉,spring:fountain
線,line:track
拯,help
湶,spring:fountain-head:source
盥,tub:washbasin
祿,fief:allowance:pension:grant:happiness
閖,shake while rinsing:pan for gold:(kokuji)
炎,inflammation:flame:blaze
荻,reed:rush
鰍,bullhead
灸,moxa cautery:chastisement
鍬,hoe with long blade at acute angle
秋,autumn
淡,thin:faint:pale:fleeting
談,discuss:talk
萩,bush clover
畑,farm:field:garden:one's specialty:(kokuji)
煩,anxiety:trouble:worry:pain:ill:annoy:nuisance:irksome
愀,respect
湫,wetlands:marsh
煌,glitter:gleam:twinkle
燔,burn
燧,signal fire
燹,prairie fire
狄,barbarian
甃,floor tile
痰,sputum:phlegm
耿,light
逖,far
鞦,swing
餤,eat:feed:advance:lure:incite:food baked in dough
僞,lie:falsehood:deceive:pretend
抓,pick:pinch:summarize
滔,overflowing
稻,rice plant
笊,bamboo basket
覓,seek
霪,rain lasting at least ten days
爺,old man:grampa
駁,refutation:contradiction
爼,altar of sacrifice:chopping board
状,status quo:conditions:circumstances:form:appearance
芽,bud:sprout:spear:germ
雅,gracious:elegant:graceful:refined
慨,rue:be sad:sigh:lament
既,previously:already:long ago
邪,wicked:injustice:wrong
訝,doubt
鴉,crow:raven
件,affair:case:matter:item
牲,animal sacrifice:offering
犁,plow
犇,clamour:crowded
獄,prison:jail
伏,prostrated:bend down:bow:cover:lay (pipes)
黙,silence:become silent:stop speaking:leave as is
默,silent:quiet:still:dark
茯,type of mushroom
袱,cloth wrapper
闃,quiet:still
飆,whirlwind
閏,intercalation:illegitimate throne
狂,lunatic:insane:crazy:confuse
琴,harp:koto
玖,beautiful black jewel:nine
現,present:existing:actual
皇,emperor
潤,wet:be watered:profit by:receive benefits:favor:charm:steep
祥,auspicious:happiness:blessedness:good omen:good fortune
詳,detailed:full:minute:accurate:well-informed
詮,discussion:methods called for:selection:result
鮮,fresh:vivid:clear:brilliant:Korea
琢,polish
賃,fare:fee:hire:rent:wages:charge
琶,lute
僕,me:I (male):servant:manservant
洋,ocean:sea:foreign:Western style
羊,sheep
養,foster:bring up:rear:develop:nurture
理,logic:arrangement:reason:justice:truth
佯,pretend:feign:false:deceitful
惶,fear
抂,disorder
汪,flowing full:expanse of water:wide:deep
湟,moat:wetland:name of Chinese river
瀁,drift:flow:overflowing:vast
珀,amber
珥,ear bauble:hilt
琅,a precious stone
瑯,precious stone
琲,string of many pearls
瑣,small:chain
瑪,agate:onyx
痊,heal
痒,itchy
癢,itchy
癬,ringworm
盖,cover:lid:flap
筌,fish trap:weir
篁,bamboo grove
羔,lamb
譱,virtuous:good:goodness
蘚,moss
蝗,locust
袵,neck of a garment:gusset:gore
觧,notes:key:explanation:understanding
誑,cheat:coax
遑,leisure
銓,measure:scales:weigh
鍠,sound of bells and drums
閠,intercalation:illegitimate throne
隍,dry moat
鰉,sturgeon
鱶,shark
狐,fox
瓢,gourd
觚,cup
瓶,bottle:vial:jar:jug:vat:urn
瓲,tonne:thousand kilograms:(kokuji)
瓸,hectogram:hundred grams:(kokuji)
紺,dark blue:navy
拑,shut one's mouth
疳,children's diseases
箝,insert:fit into:attach (a clog thong)
蚶,ark shell
邯,place name:tree cricket
酣,height of:thick of:full swing
鉗,shut up
性,sex:gender:nature
笙,a reed instrument
痛,pain:hurt:damage:bruise
通,traffic:pass through:avenue:commute:counter for letters, notes, documents, etc.
涌,boil:ferment:seethe:uproar:breed
俑,effigy
甬,road with walls on both sides
蛹,chrysalis:pupa
誦,recite:chant
鯒,flathead (fish):(kokuji)
畏,fear:majestic:graciously:be apprehensive
劃,divide
漁,fishing:fishery
魚,fish
隈,corner:nook:recess
鯉,carp
細,dainty:get thin:taper:slender:narrow:detailed:precise
鴫,snipe:(kokuji)
蘇,be resuscitated:revived:perilla:shiso
滝,waterfall:rapids:cascade
佃,cultivated rice field
猫,cat
播,plant:sow
畠,field:farm:garden:(kokuji)
藩,clan:enclosure
番,turn:number in a series
蕃,grow luxuriously
描,sketch:compose:write:draw:paint
苗,seedling:sapling:shoot
錨,anchor:grapnel
螺,small, edible, helical fresh-water mollusk
雷,thunder:lightning bolt
累,accumulate:involvement:trouble:tie up:continually
儡,defeat
擂,grind:mash:grate
沺,vast surging waters
潘,water in which rice has been washed
猥,obscene
畄,fasten:halt:stop
畩,surplice:(kokuji)
畫,picture:sketch:drawing:stroke:mark:divide
瘰,swollen neck glands
癘,contagious disease:leprosy
縲,tie
繙,peruse
飜,flip over:upset:capsize
薊,thistle
蕾,bud (plants, mushrooms not yet opened)
蘓,be resurrected:resuscitated:revived
蟠,coiled up
邁,go:excel
鈿,ornamental hairpiece
鐇,hatchet:vanadium
騾,mule
鯏,short necked clam:dace:chub:(kokuji)
鯡,herring
鰾,fish bladder
鷭,water hen:gallinulle
蛋,barbarian:egg
痕,mark:foot print
疾,rapidly
痢,diarrhea
疽,carbuncle
瘋,insanity:headache
癨,heatstroke:sunstroke
祭,ritual:offer prayers:celebrate:deify:enshrine:worship
蔡,type of tortoise used for divination
狛,archaic part of Korea:lion-dog shrine guards
伯,chief:count:earl:uncle:Brazil
拍,clap:beat (music)
泊,overnight stay:put up at:ride at anchor
箔,foil:gilt
粕,scrap:waste
舶,liner:ship
迫,urge:force:imminent:spur on
百,hundred
佰,hundred:leader of 100 men:east-west path between paddies
怕,oak
竡,hectolitre:(kokuji)
粨,hectometre:(kokuji)
葩,flower:petal
袙,warrior's headband
貊,barbarians
陌,east-west path between paddies:road
血,blood
衆,masses:great numbers:multitude:populace
恤,relieve:have mercy
洫,ditch
縊,strangle
蠱,rice worm:lead astray
謚,laughing
隘,narrow:obstruct
鷁,waterfowl which flies high but not against the wind
且,moreover:also:furthermore
眼,eyeball
纂,editing:compiling
首,neck:counter for songs and poems
瞳,pupil (of eye)
懼,fear:overawed
沮,stop:prevent:defeated:dejected
泪,tears:weep:cry
瞿,surname
苴,husk:bract:straw wrapper:souvenir gift:bribe
苜,clover:medic
蛆,worm:grub:maggot
詛,curse
雎,osprey
馗,road
茅,miscanthus reed
矜,pride:respect
潅,pour into:irrigate:shed (tears:flow into:concentrate on
観,outlook:look:appearance:condition:view
矩,ruler:carpenter's square
侯,marquis:lord:daimyo
薙,mow down (the enemy)
猴,monkey
笶,arrow
篌,type of harp
雉,pheasant
漂,drift:float (on liquid)
票,ballot:label:ticket:sign
蒜,garlic
剽,threat
慓,fast:quick
縹,light blue
飄,turn over:wave
飃,whirlwind:cyclone:floating
驃,white horse
穐,autumn
秀,excel:excellence:beauty:surpass
除,exclude:division (x/3):remove:abolish:cancel:except
稚,immature:young
誘,entice:lead:tempt:invite:ask:call for:seduce:allure
利,profit:advantage:benefit
俐,clever
悧,clever
秬,a type of millet
龝,autumn
綉,embroidery
莉,jasmine
蜊,a kind of bivalve
酥,milk
位,rank:grade:throne:crown:about:some
笠,bamboo hat:one's influence
泣,cry:weep:moan
鐘,bell:gong:chimes
憧,yearn after:long for:aspire to:admire:adore
撞,thrust:pierce:stab:prick
童,juvenile:child
粒,grains:drop:counter for tiny particles
篭,seclude oneself:cage:coop:implied
僮,child:servant:foolishness
拉,Latin:kidnap:crush
潼,high
竝,line up:be in a row:rank with:rival:equal
艟,fighting ship
苙,type of herb:pigsty
莅,proceed to:assume a post
颯,sudden:quick:sound of the wind
笹,bamboo grass:(kokuji)
篤,fervent:kind:cordial:serious:deliberate
筆,writing brush:writing:painting brush:handwriting
笆,thorny bamboo:bamboo fence
筧,waterpipe:flume
篆,seal-style characters
粟,millet
粂,used in proper names:(kokuji)
謎,riddle:puzzle:enigma:hint:tip
釆,separate:divide:topped rice radical (no. 165)
迷,astray:be perplexed:in doubt:lost:err:illusion
粫,nonglutinous grain
粮,food:provisions
糯,glutinous rice
維,fiber:tie:rope
純,genuine:purity:innocence:net (profit)
絶,discontinue:sever:cut off:abstain:interrupt:suppress:be beyond:without match:peerless:unparalleled
緋,scarlet:cardinal
緬,fine thread:Burma
羅,gauze:thin silk:Rome:arrange:spread out
紲,fetters
絲,thread
縺,tangle:knot:fasten:fetter
繩,rope:cord
繻,satin
纃,splashed pattern dyeing or weaving:(kokuji)
緕,splashed pattern dyeing or weaving
臠,witness
蘿,ivy
蠻,barbarian
邏,go around:conceal
鑼,gong
鑾,bells on emperor's carriage
鸞,fabulous mythical bird:imperial
罪,guilt:sin:crime:fault:blame:offense
罵,abuse:insult
買,buy
罰,penalty:punishment
罹,catch:get
羈,reins:connection
覽,look at:inspect:perceive
詈,ridicule
考,consider:think over
拷,torture:beat
蛯,shrimp:(kokuji)
儒,Confucian
需,demand:request:need
濡,get wet:damp:make love
懦,weakness:cowardice
蠕,crawling of a worm
襦,underwear
轜,hearse
餌,food:bait:prey:tempting profit
茸,mushroom
聞,hear:ask:listen
耶,question mark
懾,fear
揶,tease:play with
攝,surrogate:act in addition to
聶,whisper
鑷,pluck hair:tweezers
顳,temple (of head)
鵈,kite (bird)
津,haven:port:harbor:ferry
攬,hold (in hand)
道,road-way:street:district:journey:course:moral:teachings
鼠,rat:mouse:dark gray
攪,disturb:throw into confusion
舊,old things:old friend:old times:former:ex-
諂,flatter
餡,bean jam
鼡,rat:mouse:dark gray
銀,silver
限,limit:restrict:to best of ability
恨,regret:bear a grudge:resentment:malice:hatred
退,retreat:withdraw:retire:resign:repel:expel:reject
良,good:pleasing:skilled
浪,wandering:waves:billows:reckless:unrestrained
狼,wolf
郎,son:counter for sons
狠,vicious:cruel:severely:extreme
莨,tobacco
螂,mantis
褪,fade:discolour
触,contact:touch:feel:hit:proclaim:announce:conflict
蝕,eclipse:occultation:be defective
独,single:alone:spontaneously:Germany
蜆,fresh-water clam
蜃,clam
蜚,beetle:cockroach
蠅,fly
蟲,insect:bug:temper
蠡,worm-eaten:conch
衾,quilt:bedding
裴,long robes
茜,madder:red dye:Turkey red
価,value:price
價,price:value
洒,wash:sprinkle
覊,reins:connection
賈,buy:tradesman
迺,in other words:thou:you:possessive particle
視,inspection:regard as:see:look at
俔,compare:spy on
靦,unashamed
鵤,grosbeak:hawkfinch:(kokuji)
讐,enemy:revenge
信,faith:truth:fidelity:trust
誰,who:someone:somebody
這,crawl:creep:grovel:trail (vines)
誹,ridicule:slander
誉,reputation:praise:honor:glory
讎,enemy:revenge
遂,consummate:accomplish:attain:commit (suicide)
隊,regiment:party:company:squad
逐,pursue:drive away:chase:accomplish:attain:commit
彖,divination
隧,fall:go around
貍,a fox-like animal
霾,wind-blown dust falling like rain
鎖,chain:irons:connection
側,side:lean:oppose:regret
則,rule:follow:based on:model after
測,fathom:plan:scheme:measure
頓,suddenly:immediately:in a hurry:arrange:stay in place:bow:kowtow
賑,flourish:be bustling:prosperity
狽,wolf:be flurried
頁,page:leaf
貰,get:have:obtain
惻,be sad
貪,covet:indulge in
贔,strength:power
鵙,shrike
軌,rut:wheel:track:model:way of doing
轟,roar:thunder:boom resound
陣,camp:battle array:ranks:position:sudden:brief time
輩,comrade:fellow:people:companions
漣,ripples
蓮,lotus
連,take along:lead:join:connect:party:gang:clique
俥,jinricksha:rickshaw:(kokuji)
鏈,chain:irons:connection
酒,sake:alcohol
酋,chieftain
猶,furthermore:still:yet
蕕,foul-smelling grass
遒,strong:powerful
逎,strong:unyielding:forceful
黒,black
狸,tanuki:raccoon
裡,reverse:inside:palm:sole:rear:lining:wrong side
俚,rustic:ill mannered
黔,black
錐,auger:drill:awl:pyramid:cone
鈍,dull:slow:foolish:blunt
淦,bilge water
瀏,clear
鉅,big:great
鋩,sword point
鐫,carve:engrave:chisel
悵,be sad
萇,type of plant
們,plural suffix
捫,to stroke
藺,rush, used for tatami covers:surname
閂,gate bar
闖,inquire about
惟,consider:reflect:think
焦,char:hurry:impatient:irritate:burn:scorch:singe
蕉,banana:plantain
進,advance:proceed:progress:promote
推,conjecture:infer:guess:suppose:support:push (for)
儁,excellence:talented person
儺,exorcism
憔,get thin
淮,name of a Chinese river
霍,quick:sudden
騅,grey horse
鷦,wren
霏,falling rain or snow
俳,haiku:actor
排,repudiate:exclude:expel:reject:line up:arrange
菲,thin:inferior
韮,leek
飩,Japanese noodles
馳,run:gallop:sail:drive (a wagon):win (fame):despatch
驫,many horses
鬮,lottery:lot:raffle
烏,crow:raven
蔦,vine:ivy
鳩,pigeon:dove
黎,dark:black:many
衿,neck:collar:lapel
今,now
仇,foe:enemy:revenge:grudge:feud
伍,five:five-man squad:file:line
他,other:another:the others
刈,reap:cut:clip:trim:prune
苅,cutting (grass)
矛,halberd:arms:festival float
憮,disappointment
扱,handle:entertain:thresh:strip
把,grasp:faggot:bunch:counter for bundles
汚,dirty:pollute:disgrace:rape:defile
池,pond:cistern:pool:reservoir
沌,primeval chaos
泄,leak
茫,wide:extensive
芭,banana
苣,torch
辷,glide:skate:slip:fail in exams:(kokuji)
祁,intense:large
邨,village:hamlet:rustic
鳥,bird:chicken
